,m2,celly_houseRoomCount,description,isitma,celly_buildingAge,celly_floortype,location,days,price
127,80,1 + 1, haliç emlaktan kiralık bekara uygun 1+1 daire,Kombi,20 Yaşında, Giriş Katı,"Sarıyer,Tarabya Mahallesi",13 Temmuz 2020,"1,300 TL"
128,180,3 + 1," merkezde bahçeli, balkonlu, şömineli, garajlı,manzaralı",Kombi,26 Yaşında, 2. Kat,"Sarıyer,Emirgan Mahallesi",10 Temmuz 2020,"10,000 TL"
129,80,3 + 1, marina manzaralı dubleks 3+1 ofis ve konuta uygun daire,Kombi,30 Yaşında, 1. Kat,"Sarıyer,Tarabya Mahallesi",10 Temmuz 2020,"7,000 TL"
130,175,2 + 1, yeniköy de muhteşem manzaralı dubleks daire,Kombi,25 Yaşında, 2. Kat,"Sarıyer,Yeniköy Mahallesi",13 Temmuz 2020,"25,000 TL"
131,50,5 + 2, yeniköy sitede büyük teraslı 5+2 çatı dubleksi,Kombi,30 Yaşında, Çatı Katı,"Sarıyer,Yeniköy Mahallesi",3 Temmuz 2020,"12,000 TL"
132,65,1 + 1, baltalimanı hastanesi'ne çok yakın temiz 1+1 bahçekatı,Kombi,24 Yaşında, Giriş Katı,"Sarıyer,Emirgan Mahallesi",11 Temmuz 2020,"2,200 TL"
133,166,3 + 1, tarabyada 3+1 eşyalı temiz kiralık daire,Kombi,15 Yaşında, 2. Kat,"Sarıyer,Tarabya Mahallesi",12 Temmuz 2020,"4,500 TL"
134,110,2 + 1, zekeriyaköy yeni sitede kiralık çatı dubleksi,Kombi,1 Yaşında, 1. Kat,"Sarıyer,Zekeriyaköy Mahallesi",7 Temmuz 2020,"4,500 TL"
135,65,1 + 1, mobilyalı beyaz eşyalı 1+1 şık temiz daire,Kombi,24 Yaşında, Yüksek Giriş,"Sarıyer,Emirgan Mahallesi",8 Temmuz 2020,"2,600 TL"
136,100,2 + 1, istanbul emlak dan süper doğa manzaralı 2+1 kiralık daire,Kombi,20 Yaşında, 6. Kat,"Sarıyer,Bahçeköy Yeni Mahallesi",5 Temmuz 2020,"1,900 TL"
137,70,1 + 1," ilker barutcu'dan,zekeriyaköy de, eşyalı bahçe katı,1+1,60 m2",Kombi,26 Yaşında, Bahçe Katı,"Sarıyer,Zekeriyaköy Mahallesi",11 Temmuz 2020,"3,500 TL"
138,14,3 + 1, turyapı sarıyerevlerinde kiralık 3+1,Kombi,10 Yaşında, 3. Kat,"Sarıyer,Zekeriyaköy Mahallesi",3 Temmuz 2020,"4,100 TL"
139,40,4 + 1, sarıyer /b derede bahçeli müstakil deniz manzaralı 4+1 ev,Kombi,25 Yaşında, Villa Katı,"Sarıyer,Büyükdere Mahallesi",30 Haziran 2020,"7,500 TL"
140,194,4 + 1, istinye park sitesinde 3+1 daire,Kombi,8 Yaşında, 2. Kat,"Sarıyer,Pınar Mahallesi",13 Temmuz 2020,"17,000 TL"
141,5,4 + 1, sarıyer konaklarında kiralık bahçe dubleksi,Kombi,8 Yaşında,boş,"Sarıyer,Maden Mahallesi",7 Temmuz 2020,"7,000 TL"
142,130,2 + 1, yeniköy de sahile yakın bahçeli 3+1 temiz daire,Kombi,26 Yaşında, 1. Kat,"Sarıyer,Yeniköy Mahallesi",9 Temmuz 2020,"6,000 TL"
143,140,3 + 1, tarabyaüstü köşkevlerde deniz manzaralı eşyalı kiralık daire,Kombi,20 Yaşında, 3. Kat,"Sarıyer,Tarabya Mahallesi",13 Temmuz 2020,"5,500 TL"
144,80,2 + 1, folyapı gayrimenkul'den 2+1 ana caddeye yakın masrafsız!,Kombi,16 Yaşında, Çatı Katı,"Sarıyer,Ayazağa Mahallesi",11 Temmuz 2020,"1,300 TL"
145,120,3 + 1, ayazağa kiralık 3+1 eşyalı daire,Kombi,16 Yaşında, Kot 1,"Sarıyer,Ayazağa Mahallesi",13 Temmuz 2020,"2,150 TL"
146,100,2 + 1, sarıyer ayazağa da temiz 2+1 100m2 kiralık daıre,Kombi,18 Yaşında, 6. Kat,"Sarıyer,Ayazağa Mahallesi",11 Temmuz 2020,"1,500 TL"
147,95,2 + 1," istinye muhayyeş korusunda manzaralı,bakımlı 2+1",Kombi,25 Yaşında, Ara Kat,"Sarıyer,İstinye Mahallesi",12 Temmuz 2020,"4,500 TL"
148,180,3 + 1, sarıyer yeniköy'de muhteşem boğaz manzaralı dublex...,Kombi,16 Yaşında, 2. Kat,"Sarıyer,Yeniköy Mahallesi",7 Temmuz 2020,"24,000 TL"
149,40,3 + 1, site içinde boğaz manzaralı 3+1 çatı dublexi,Kombi,Sıfır Bina, 2. Kat,"Sarıyer,Yeniköy Mahallesi",13 Temmuz 2020,"25,000 TL"
150,80,1 + 1, istinye de ulaşıma yakın bekara uygun 1+1 müstakil girişli daire,Kombi,21 Yaşında, 4. Kat,"Sarıyer,İstinye Mahallesi",9 Temmuz 2020,"2,000 TL"
151,120,2 + 1, tarabya'da hacıosman metrosuna 150 mt bakımlı 2+1 daire ,Kombi,20 Yaşında, Yüksek Giriş,"Sarıyer,Tarabya Mahallesi",1 Temmuz 2020,"3,500 TL"
152,315,5 + 1, sarıyer maden'de butik sitede muhteşem kiralık bahçe katı,Kombi,7 Yaşında, Bahçe Katı,"Sarıyer,Maden Mahallesi",12 Temmuz 2020,"13,500 TL"
153,40,4 + 2, tarabya sitede 4+2 boğaz manzaralı kiralık daire,Kombi,25 Yaşında,boş,"Sarıyer,Tarabya Mahallesi",12 Temmuz 2020,"6,500 TL"
154,170,3 + 1," tarabya üstünde metroya yakın manzaralı,balkonlu,bahçeli",Kombi,30 Yaşında, 4. Kat,"Sarıyer,Tarabya Mahallesi",30 Haziran 2020,"4,000 TL"
155,90,2 + 1, zekeriyaköy havuzlu butik sitede kiralık 2+1 cati dubleksi,Kombi,1 Yaşında,boş,"Sarıyer,Zekeriyaköy Mahallesi",13 Temmuz 2020,"4,500 TL"
156,110,2 + 1, tarabyaüstü ulaşım yakın deniz manzaralı kiralık çatı katı,Kombi,20 Yaşında, 3. Kat,"Sarıyer,Tarabya Mahallesi",13 Temmuz 2020,"3,300 TL"
157,80,2 + 1, saklı bahçeli mobilyalı veya mobilyasız sahile yakın,Kombi,29 Yaşında, Bahçe Katı,"Sarıyer,Emirgan Mahallesi",13 Temmuz 2020,"2,500 TL"
158,175,3 + 1, yeniköy de muhteşem boğaz manzaralı dubleks daire,Kombi,20 Yaşında, 2. Kat,"Sarıyer,Yeniköy Mahallesi",13 Temmuz 2020,"25,000 TL"
159,120,3 + 1," sarıyer tarabya nezih arakat teraslı sahil,metro 9.dk ulaşım 1dk",Kombi,20 Yaşında, 2. Kat,"Sarıyer,Tarabya Mahallesi",9 Temmuz 2020,"3,500 TL"
160,90,2 + 1, istinye parka yakın güvenlikli otoparklı sitede 2+1 özel yapım,Kombi,20 Yaşında, Yüksek Giriş,"Sarıyer,Pınar Mahallesi",13 Temmuz 2020,"2,550 TL"
161,160,3 + 1," emirgan sıfır taşınmaya hazır ( havuz,kapalı otopark)",Kombi,1 Yaşında,boş,"Sarıyer,Emirgan Mahallesi",12 Temmuz 2020,"9,000 TL"
162,140,3 + 1, tarabya'da metroya yakın konumda manzaralı bakımlı daire,Kombi,30 Yaşında, 4. Kat,"Sarıyer,Tarabya Mahallesi",17 Haziran 2020,"4,000 TL"
163,90,1 + 1, haliç emlaktan tarabya merkezde kiralık 1+1 daire,Kombi,25 Yaşında, 4. Kat,"Sarıyer,Tarabya Mahallesi",13 Temmuz 2020,"2,100 TL"
164,75,1 + 1," darüşşafaka 'da güvenlikli sit.,kombili,aydınlık,bahçe katı,1+1 ",Kombi,19 Yaşında, Giriş Katı,"Sarıyer,Darüşşafaka Mahallesi",1 Temmuz 2020,"2,000 TL"
165,500,5 + 1, boğaz manzaralı kiralık çatı dublexi 5+1 sıfır!!,Kombi,Sıfır Bina, 1. Kat,"Sarıyer,Ferahevler Mahallesi",13 Temmuz 2020,"50,000 TL"
166,185,3 + 1, ağaoğlu34den tarabyada nezih sitede 175m2 bahçe katı 3+1 daire,Kombi,14 Yaşında, Bahçe Katı,"Sarıyer,Tarabya Mahallesi",30 Haziran 2020,"10,000 TL"
167,95,2 + 1, büyük armutlu'da. aile'ye 2+1 hol 95 m 1.300. tl. kira,Kombi,26 Yaşında, Kot 1,"Sarıyer,Fatih Sultan Mehmet Mahallesi",13 Temmuz 2020,"1,300 TL"
168,135,3 + 1, manzaralı temiz masrafsız 3+1 daire 3.kat,Kombi,26 Yaşında, 3. Kat,"Sarıyer,Reşitpaşa Mahallesi",10 Temmuz 2020,"3,200 TL"
169,140,3 + 1, kiralık 3+1 tarabya ferahevlerde yeni gibi ara kat daire,Kombi,28 Yaşında, 2. Kat,"Sarıyer,Ferahevler Mahallesi",13 Temmuz 2020,"2,500 TL"
170,110,2 + 1, istinye merkezde 2+1 temiz daire,Kombi,20 Yaşında,boş,"Sarıyer,İstinye Mahallesi",11 Temmuz 2020,"2,500 TL"
171,30,4 + 1, tarabya da 4+1 kiralık ara dubleks,Kombi,25 Yaşında,boş,"Sarıyer,Ferahevler Mahallesi",12 Temmuz 2020,"3,400 TL"
172,100,3 + 1, ayazağa 3+1 kiralık daire,Kombi,16 Yaşında, 1. Kat,"Sarıyer,Ayazağa Mahallesi",13 Temmuz 2020,"1,650 TL"
173,120,2 + 1, ferahevlerde caddeye alışverişe yürüme mesafesinde çok temiz 2+1,Kombi,25 Yaşında, 2. Kat,"Sarıyer,Ferahevler Mahallesi",12 Temmuz 2020,"2,200 TL"
174,80,2 + 1, tarabya üstü yeni evlilere sıfır yapılmış masrafsız 2+1 çatı kat,Kombi,25 Yaşında, Çatı Katı,"Sarıyer,Cumhuriyet Mahallesi",12 Temmuz 2020,"1,800 TL"
175,75,1 + 1, reşitpaşada eşyalı daire,Kombi,20 Yaşında, Kot 2,"Sarıyer,Reşitpaşa Mahallesi",27 Haziran 2020,"1,500 TL"
176,150,3 + 1, ayazağa'da sitede lux eşyalı 3+1 150 m2 kiralık daire,Kombi,8 Yaşında, 6. Kat,"Sarıyer,Ayazağa Mahallesi",11 Temmuz 2020,"3,050 TL"
177,80,1 + 1, maslak my home 1+1 kiralık daire,Kombi,5 Yaşında,boş,"Sarıyer,Ayazağa Mahallesi",10 Temmuz 2020,"3,500 TL"
178,5,4 + 1, tarabya ferahevler'de depreme göre yapılmış yeni binada ,Kombi,8 Yaşında, 4. Kat,"Sarıyer,Ferahevler Mahallesi",30 Haziran 2020,"7,000 TL"
179,90,1 + 1, ayazağa yeşiltepe kiralık 1+1 kıralık daire 85 m2,Kombi,18 Yaşında, 3. Kat,"Sarıyer,Ayazağa Mahallesi",11 Temmuz 2020,"1,200 TL"
180,194,3 + 1, istinyepark sitesinde havuz cepheli çok temiz arakat,Kombi,7 Yaşında, 3. Kat,"Sarıyer,İstinye Mahallesi",3 Temmuz 2020,"18,500 TL"
181,170,3 + 1, yeniköyde kiralık full manzaralı teraslı dubleks 160m2 ,Kombi,24 Yaşında, Kot 2,"Sarıyer,Yeniköy Mahallesi",11 Temmuz 2020,"23,000 TL"
182,135,3 + 1, manzaralı 3+1 temiz masrafsız 3.kat daire,Kombi,26 Yaşında, 3. Kat,"Sarıyer,Reşitpaşa Mahallesi",10 Temmuz 2020,"3,200 TL"
183,60,Stüdyo, tarabyaüstü elit bölge ulaşım yakın 1+0 bayana kiralık daire,Kombi,20 Yaşında, Giriş Katı,"Sarıyer,Tarabya Mahallesi",13 Temmuz 2020,"1,200 TL"
184,61,1 + 1, poligon mahallesinde 1+1 bahçe kullanımlı temiz daire kiralık,Kombi,23 Yaşında, Bahçe Katı,"Sarıyer,Poligon Mahallesi",11 Temmuz 2020,"1,000 TL"
185,75,2 + 1, tarabyaüstü ulaşım çarşı yakın kiralık 2+1 daire,Kombi,20 Yaşında, Giriş Katı,"Sarıyer,Tarabya Mahallesi",13 Temmuz 2020,"1,500 TL"
186,165,3 + 1, tarabya'da metro civarında boğaz gören full bakımlı 3+1 daire,Kombi,30 Yaşında, 4. Kat,"Sarıyer,Cumhuriyet Mahallesi",30 Haziran 2020,"4,000 TL"
187,40,5 + 2, sarıyer tarabya'da 240 m2 sıfır 5+2 muhteşem bahçe dubleksi,Kombi,Sıfır Bina, Bahçe Katı,"Sarıyer,Tarabya Mahallesi",13 Temmuz 2020,"10,000 TL"
188,150,3 + 1, kiralık kombili daire,Kombi,18 Yaşında, Kot 2,"Sarıyer,Bahçeköy Yeni Mahallesi",3 Temmuz 2020,"2,000 TL"
189,75,1 + 1, sahilde tertemiz bakımlı balkonlu köprü vedeniz manzaralı daire,Kombi,29 Yaşında, 3. Kat,"Sarıyer,Emirgan Mahallesi",10 Temmuz 2020,"5,750 TL"
190,160,4 + 1, rumelihisar da villada 160 m2 bahçeli 4+1 odalı,Kombi,25 Yaşında, Villa Katı,"Sarıyer,Rumeli Hisarı Mahallesi",11 Temmuz 2020,"5,000 TL"
191,180,4 + 1, muhteşem manzaralı aydınlık ferah sahilde,Kombi,30 Yaşında, 3. Kat,"Sarıyer,Baltalimanı Mahallesi",9 Temmuz 2020,"14,000 TL"
192,75,1 + 1, fsm. fırsat bakımlı 1+1 70 mt 1.100. tl. kira ,Kombi,26 Yaşında, 2. Kat,"Sarıyer,Fatih Sultan Mehmet Mahallesi",13 Temmuz 2020,"1,100 TL"
193,160,3 + 1, yeni sıfır havuzlu 3+1 kiralık daire (evcil hayvanlr çift teras),Kombi,1 Yaşında,boş,"Sarıyer,Emirgan Mahallesi",12 Temmuz 2020,"11,500 TL"
194,75,2 + 1, yıldız emlaktan sarıyer şifada 2+1 kiralık daire,Kombi,Sıfır Bina, Çatı Katı,"Sarıyer,Maden Mahallesi",2 Temmuz 2020,"1,600 TL"
195,150,3 + 1, tarabya'da cadde alışveriş metro'ya yakın çok temiz eşyalı 3+1,Kombi,25 Yaşında, 3. Kat,"Sarıyer,Tarabya Mahallesi",12 Temmuz 2020,"4,500 TL"
196,300,5 + 1, tarabya 5+1 kiralık bahçe katı daire,Kombi,1 Yaşında,boş,"Sarıyer,Tarabya Mahallesi",12 Temmuz 2020,"15,000 TL"
197,100,2 + 1, istinye de nezih lokasyon da 2+1 kiralık daire,Kombi,30 Yaşında,boş,"Sarıyer,İstinye Mahallesi",12 Temmuz 2020,"3,250 TL"
198,80,2 + 1, sahile iki adım mesafede temiz ferah ofis olabilecek daire,Kombi,35 Yaşında, 1. Kat,"Sarıyer,Yeniköy Mahallesi",7 Temmuz 2020,"3,400 TL"
199,100,2 + 1, haliç emlak'tan yeniköy'de eşyalı nezih daire,Kombi,20 Yaşında, Giriş Katı,"Sarıyer,Yeniköy Mahallesi",13 Temmuz 2020,"3,750 TL"
200,110,2 + 1, yeniköy de sahile 50m.mesafede kombili 2+1 temiz daire,Kombi,17 Yaşında, Giriş Katı,"Sarıyer,Yeniköy Mahallesi",12 Temmuz 2020,"2,750 TL"
201,300,4 + 1, sahile yakın konumda yüzme havuzlu bahçeli binada arakat triplex,Kombi,20 Yaşında, 2. Kat,"Sarıyer,Tarabya Mahallesi",11 Temmuz 2020,"9,000 TL"
202,55,1 + 1, sarıyer ayazağa green pine maslak r. 1+1 fırsat kiralık 1700,Kombi,2 Yaşında, 2. Kat,"Sarıyer,Ayazağa Mahallesi",11 Temmuz 2020,"1,750 TL"
203,150,3 + 1, tarabya sahil metro arası cadde yakın teraslı 3+1 kiralık daire,Kombi,20 Yaşında, 2. Kat,"Sarıyer,Tarabya Mahallesi",13 Temmuz 2020,"3,500 TL"
204,00,3 + 1, sarıyer tarabya bahçeli havuzlu site'de dublex kiralık daire,Kombi,25 Yaşında, 2. Kat,"Sarıyer,Ferahevler Mahallesi",19 Haziran 2020,"5,700 TL"
205,180,3 + 1, ferahevlerde iyi lokasyonda 180 mt1 3+1 daire,Kombi,20 Yaşında, 2. Kat,"Sarıyer,Ferahevler Mahallesi",30 Haziran 2020,"3,500 TL"
206,90,2 + 1, borsa istinyepark yakını temiz 3.kat manzaralı daire,Kombi,25 Yaşında, 3. Kat,"Sarıyer,Reşitpaşa Mahallesi",5 Temmuz 2020,"2,250 TL"
207,145,2 + 1, sarıyer ayazağa da sitede 2+1 full eşyalı 135 m2 manzaralı ,Kombi,8 Yaşında, 12. Kat,"Sarıyer,Ayazağa Mahallesi",11 Temmuz 2020,"2,550 TL"
208,95,2 + 1, folyapıdan 2+1 90m2 2.kat ayazağa meydana 2 dk asansörlü kaçırma,Kombi,20 Yaşında, 2. Kat,"Sarıyer,Ayazağa Mahallesi",11 Temmuz 2020,"1,800 TL"
209,90,2 + 1, borsa istinyepark yakını 2+1 daire temiz 3.kat,Kombi,25 Yaşında, 3. Kat,"Sarıyer,Reşitpaşa Mahallesi",5 Temmuz 2020,"2,250 TL"
210,120,3 + 1, sarıyer turyap tan zümrütevler de bakımlı 3+1 daire,Kombi,25 Yaşında, 4. Kat,"Sarıyer,Merkez Mahallesi",1 Temmuz 2020," 2,600 TL"
211,0,4 + 1, sarıyer zekeriyaköy de site içinde kiralık 4+1 bahçe dubleksi,Kombi,10 Yaşında, Bahçe Katı,"Sarıyer,Uskumruköy Mahallesi",6 Temmuz 2020,"7,500 TL"
212,300,3 + 1, tarabya'da muhteşem manzaralı full möbleli lüx daire,Kombi,38 Yaşında, 3. Kat,"Sarıyer,Tarabya Mahallesi",1 Temmuz 2020,"15,000 TL"
213,00,4 + 1, rumeli hisarında muhteşem boğaz ve doğa manzaralı 4+1 teraslı,Kombi,25 Yaşında, 3. Kat,"Sarıyer,Rumeli Hisarı Mahallesi",13 Temmuz 2020,"14,000 TL"
214,118,3 + 1, istinye parka yakın güvenlikli otoparklı sitede 3+1 kombili,Kombi,20 Yaşında, 2. Kat,"Sarıyer,Pınar Mahallesi",13 Temmuz 2020,"3,100 TL"
215,85,1 + 1, yeniköy sahile yakın 1+1 ulaşıma yakın temiz daire,Kombi,11 Yaşında, 4. Kat,"Sarıyer,Yeniköy Mahallesi",9 Temmuz 2020,"2,000 TL"
216,100,2 + 1, ayazağa merkezde 2+1 5.kat eşyalı daire ,Kombi,15 Yaşında, 5. Kat,"Sarıyer,Ayazağa Mahallesi",15 Haziran 2020,"2,500 TL"
217,97,2 + 1, yeniköy bağlar'da içi yenilenen (devam ediyor) kiralık 2+1 giriş,Kombi,24 Yaşında, Giriş Katı,"Sarıyer,Yeniköy Mahallesi",11 Temmuz 2020,"1,700 TL"
218,350,5 + 1, istinye seba royal sitesinde 5+1 daire,Kombi,12 Yaşında, 2. Kat,"Sarıyer,İstinye Mahallesi",13 Temmuz 2020,"20,000 TL"
219,50,5 + 1, tarabya da sahile yakın sitede catı dubleksi daire,Kombi,15 Yaşında, 3. Kat,"Sarıyer,Tarabya Mahallesi",13 Temmuz 2020,"19,500 TL"
220,100,2 + 1, ayazağa kiralık 2+1 daire,Kombi,16 Yaşında, Yüksek Giriş,"Sarıyer,Ayazağa Mahallesi",13 Temmuz 2020,"1,550 TL"
221,160,3 + 1, diamonddan sarıyer maden de lüks sitede 150 m2 3+1 çatı dubleksi,Kombi,Sıfır Bina, 3. Kat,"Sarıyer,Maden Mahallesi",9 Temmuz 2020,"6,500 TL"
222,90,2 + 1, caddeye ulaşıma yakın temiz 2+1,Kombi,15 Yaşında,boş,"Sarıyer,Cumhuriyet Mahallesi",3 Temmuz 2020,"1,750 TL"
223,85,1 + 1, temiz 1+1daire,Kombi,25 Yaşında,boş,"Sarıyer,Yeniköy Mahallesi",11 Temmuz 2020,"1,600 TL"
224,80,2 + 1, sahile yakın konuta işyerine aileye bekara saklı bahçeli daire,Kombi,26 Yaşında, Yüksek Giriş,"Sarıyer,Emirgan Mahallesi",13 Temmuz 2020,"2,500 TL"
225,75,1 + 1, reşitpaşada temiz masrafsız bahçe katı,Kombi,20 Yaşında, Zemin,"Sarıyer,Reşitpaşa Mahallesi",27 Haziran 2020,"1,500 TL"
226,00,3 + 1," yeniköy de muhteşem manzaralı,teraslı dubleks daire ",Kombi,15 Yaşında,boş,"Sarıyer,Yeniköy Mahallesi",11 Temmuz 2020,"20,000 TL"
227,104,1 + 1, 42 maslak b kule'de yeni eşyalı kiralık 1+1 daire (258),Kombi,5 Yaşında, 21 ve üzeri,"Sarıyer,Maslak Mahallesi",10 Temmuz 2020,"8,990 TL"
228,150,3 + 1, tarabya'da cadde alışveriş metro'ya yakın çok temiz kiralık 3+1,Kombi,25 Yaşında, 2. Kat,"Sarıyer,Tarabya Mahallesi",12 Temmuz 2020,"3,100 TL"
229,80,1 + 1, tarabya da tek bayana uygun çatı katı ,Kombi,10 Yaşında, Çatı Katı,"Sarıyer,Cumhuriyet Mahallesi",13 Temmuz 2020,"1,600 TL"
230,40,4 + 1, nbr den tarabya sanatcılar sitesin de ferah teraslı 4+1 dublex ,Kombi,30 Yaşında, En Üst Kat,"Sarıyer,Tarabya Mahallesi",13 Temmuz 2020,"5,500 TL"
231,55,5 + 1, istinye'de prestijli aktiviteli genç sitede çatı dublex daire,Kombi,6 Yaşında, Çatı Katı,"Sarıyer,İstinye Mahallesi",7 Temmuz 2020,"12,000 TL"
232,0,3 + 2, tarabya 2 bloklu butik site deniz ve doğa manzaralı 3+1 dublex,Kombi,20 Yaşında, 3. Kat,"Sarıyer,Tarabya Mahallesi",12 Temmuz 2020,"5,500 TL"
233,85,2 + 1, istinye poligonda kiralık daire,Kombi,20 Yaşında, 2. Kat,"Sarıyer,Poligon Mahallesi",13 Temmuz 2020,"1,500 TL"
234,100,2 + 1, kulvardan tarabyada bahçeli 2+1,Kombi,25 Yaşında,boş,"Sarıyer,Tarabya Mahallesi",12 Temmuz 2020,"2,950 TL"
235,50,4 + 1, abn 'den istinye 'de deprem sonrası yeni proje 4+1 cazip kiralık,Kombi,5 Yaşında, 4. Kat,"Sarıyer,İstinye Mahallesi",14 Haziran 2020,"12,000 TL"
236,50,4 + 1," tarabya siteiçi 4+1 kiralık daire (havuz,teniskortu)",Kombi,10 Yaşında,boş,"Sarıyer,Tarabya Mahallesi",12 Temmuz 2020,"13,000 TL"
237,70,1 + 1, fsm mahallesinde 70m 1+1 kiralık daire...,Kombi,2 Yaşında, 2. Kat,"Sarıyer,Fatih Sultan Mehmet Mahallesi",12 Temmuz 2020,"1,300 TL"
238,70,1 + 1, sarıyer maden'de kiralık 60 m2 1+1 daire,Kombi,15 Yaşında,boş,"Sarıyer,Maden Mahallesi",13 Temmuz 2020,"1,000 TL"
239,75,1 + 1, sahilde tertemiz kısmi manzaralı daire,Kombi,29 Yaşında, 3. Kat,"Sarıyer,Emirgan Mahallesi",13 Temmuz 2020,"5,750 TL"
240,330,5 + 1, istinye seba royalde kaçırılmayacak çatı katı dubleks daire,Kombi,15 Yaşında, 3. Kat,"Sarıyer,İstinye Mahallesi",2 Temmuz 2020,"20,000 TL"
241,90,2 + 1, zekeriyaköy merkezde 2+1 işyerine uygun kiralık daire ||elit||,Kombi,10 Yaşında, 1. Kat,"Sarıyer,Zekeriyaköy Mahallesi",2 Temmuz 2020,"4,000 TL"
242,150,3 + 1," emirgan da koruya çok yakın, ferah, ara kat daire",Kombi,20 Yaşında, 2. Kat,"Sarıyer,Emirgan Mahallesi",10 Temmuz 2020,"6,400 TL"
243,120,2 + 1, havan tepede ,Kombi,15 Yaşında,boş,"Sarıyer,Merkez Mahallesi",15 Haziran 2020,"1,700 TL"
244,90,2 + 1, sarıyer hamidiye hastanesine yakın toplu ulaşımına yakın 2+1 ,Kombi,20 Yaşında, Bahçe Katı,"Sarıyer,Çayırbaşı Mahallesi",13 Temmuz 2020,"1,800 TL"
245,135,3 + 1, sarıyer ayazağa da 3+1 kıralık daire 110 m2,Kombi,1 Yaşında, 3. Kat,"Sarıyer,Ayazağa Mahallesi",11 Temmuz 2020,"2,000 TL"
246,165,4 + 1, rumelihisarda teraslı 165 m2 4+1 odalı içi yenilenmiş daire,Kombi,28 Yaşında, Giriş Katı,"Sarıyer,Rumeli Hisarı Mahallesi",11 Temmuz 2020,"6,000 TL"
247,190,3 + 1, cb meta'dan sarıyer uskumruköy'de 3+1 190 m2 bahçe dubleks,Kombi,Sıfır Bina, Bahçe Katı,"Sarıyer,Zekeriyaköy Mahallesi",16 Haziran 2020,"8,000 TL"
248,150,2 + 1, sarıyer maden kiralık 2+1 daire,Kombi,3 Yaşında, 2. Kat,"Sarıyer,Maden Mahallesi",10 Temmuz 2020,"3,500 TL"
249,140,3 + 1, mükemmel konumda 3+1 kiralık daire,Kombi,22 Yaşında,boş,"Sarıyer,İstinye Mahallesi",11 Temmuz 2020,"2,800 TL"
250,130,3 + 1, sarıyer bahçeköy kiralık daire ,Kombi,15 Yaşında, Bahçe Katı,"Sarıyer,Bahçeköy Merkez Mahallesi",12 Temmuz 2020,"2,000 TL"
251,70,1 + 1, sarıyer büyükdere mahallesinde.kiralık.,Kombi,18 Yaşında, Kot 1,"Sarıyer,Büyükdere Mahallesi",19 Haziran 2020,"1,100 TL"
252,150,3 + 1, köpek sever bayan kiracıya 3+1 bahçeli daire,Kombi,24 Yaşında,boş,"Sarıyer,Baltalimanı Mahallesi",5 Temmuz 2020,"3,500 TL"
253,183,2 + 1, 42 maslak b kule'de modern eşyalı kiralık 2+1 daire (257),Kombi,5 Yaşında, 21 ve üzeri,"Sarıyer,Maslak Mahallesi",8 Temmuz 2020,"13,590 TL"
254,110,2 + 1, folyapı gayrimenkulden kiraklik daire ,Kombi,10 Yaşında, 6. Kat,"Sarıyer,Ayazağa Mahallesi",5 Temmuz 2020,"1,300 TL"
255,16,4 + 1, turyapı sarıyerevlerinde kiralık 4+1 ,Kombi,9 Yaşında,boş,"Sarıyer,Zekeriyaköy Mahallesi",3 Temmuz 2020,"4,500 TL"
256,60,1 + 1, boyacıköyde 1+1 yarızemin bahçekatı temiz daire,Kombi,26 Yaşında, Yarı Bodrum,"Sarıyer,Emirgan Mahallesi",3 Temmuz 2020,"1,500 TL"
257,80,4 + 1, istinye seba vista sitesi 4+1 kiralık çatı dubleks royal akdağ ,Kombi,4 Yaşında, 2. Kat,"Sarıyer,İstinye Mahallesi",13 Temmuz 2020,"16,000 TL"
258,100,2 + 1, borsaya enka'ya ıstinyeparka yürüme mesafesinde ara kat,Kombi,28 Yaşında, 2. Kat,"Sarıyer,İstinye Mahallesi",28 Haziran 2020,"2,500 TL"
259,160,3 + 1, yeni evlilere metroya 10 dk mesafede çok temiz kiralık 3+1,Kombi,25 Yaşında, 3. Kat,"Sarıyer,Tarabya Mahallesi",12 Temmuz 2020," 3,100 TL"
260,130,2 + 1, tarabya üstü cadde ulaşım marketlere yakın kiralık 2+1 daire,Kombi,25 Yaşında, Giriş Katı,"Sarıyer,Tarabya Mahallesi",12 Temmuz 2020,"2,000 TL"
261,110,2 + 1," sarıyer tarabya düzgün,sessiz metro,çarşı,3dk kiralık giriş kat",Kombi,20 Yaşında, Giriş Katı,"Sarıyer,Tarabya Mahallesi",23 Haziran 2020,"3,200 TL"
262,90,5 + 1, istinye hillpark evleri hemen teslim hazır kiralık çatı dubleksi,Kombi,10 Yaşında, 4. Kat,"Sarıyer,İstinye Mahallesi",13 Temmuz 2020,"25,000 TL"
263,150,2 + 1, ali obuz'dan istinye sahilde marina ve deniz manzaralı kiralık ,Kombi,30 Yaşında, 1. Kat,"Sarıyer,İstinye Mahallesi",8 Temmuz 2020,"7,900 TL"
264,130,2 + 1, tarabya da sitede 2+1 bahçe dublexi,Kombi,25 Yaşında,boş,"Sarıyer,Tarabya Mahallesi",12 Temmuz 2020,"4,500 TL"
265,170,3 + 1, sarıyer tarabyada 170 m2 sitede bakımlı sıfır kiralık dubleks,Kombi,3 Yaşında,boş,"Sarıyer,Tarabya Mahallesi",13 Temmuz 2020,"7,000 TL"
