,m2,celly_houseRoomCount,description,isitma,celly_buildingAge,celly_floortype,location,days,price
992,170,3 + 1, sarıyer maslak mashattan sitesi kiralık 3+1 havuz manzaralı ,Merkezi (Pay Ölçer),8 Yaşında, 19. Kat,"Sarıyer,Maslak Mahallesi",29 Haziran 2020,"8,500 TL"
993,128,3 + 1, sarıyer maslak ağaoğlu myhome sitesi kiralık 3+1,Merkezi (Pay Ölçer),5 Yaşında, 10. Kat,"Sarıyer,Maslak Mahallesi",13 Temmuz 2020,"5,500 TL"
994,86,Stüdyo, ağaoğlu maslak 1453'de kiralık 1+0 fırsat güncel daire,Merkezi (Pay Ölçer),5 Yaşında, 11. Kat,"Sarıyer,Maslak Mahallesi",13 Temmuz 2020,"2,700 TL"
995,80,1 + 1, sarıyer maslak ağaoğlu 1453 kiralık 1+1 orman manzaralı daire,Merkezi (Pay Ölçer),4 Yaşında, 11. Kat,"Sarıyer,Maslak Mahallesi",4 Temmuz 2020,"3,700 TL"
996,128,3 + 1, ağaoğlu myhome kiralık yüksek kat 3+1 daire,Merkezi (Pay Ölçer),6 Yaşında, 21 ve üzeri,"Sarıyer,Maslak Mahallesi",11 Temmuz 2020,"5,500 TL"
997,84,1 + 1, vadistanbul park 3 etap 1+1 kiralık daire,Merkezi (Pay Ölçer),4 Yaşında, 15. Kat,"Sarıyer,Ayazağa Mahallesi",4 Temmuz 2020,"4,500 TL"
998,68,1 + 1, sarıyer vadikoru sitesi orman cephe 1+1 satılık daire,Merkezi (Pay Ölçer),Sıfır Bina, 2. Kat,"Sarıyer,Ayazağa Mahallesi",4 Temmuz 2020,"1,300,000 TL"
999,51,Stüdyo, sarıyer maslak 1453 sitesi kiralık eşyalı 1+0 daire,Merkezi (Pay Ölçer),3 Yaşında, 11. Kat,"Sarıyer,Maslak Mahallesi",4 Temmuz 2020,"3,600 TL"
1000,85,1 + 1, maslak mashattan'da 1+1 85 m2 kooperatif mıele mutfak daire,Merkezi (Pay Ölçer),8 Yaşında, 5. Kat,"Sarıyer,Maslak Mahallesi",13 Temmuz 2020,"4,000 TL"
1001,79,1 + 1, maslak ağaoğlu 1453 sitesi kiralık eşyalı 1+1 daire,Merkezi (Pay Ölçer),4 Yaşında, 2. Kat,"Sarıyer,Maslak Mahallesi",8 Temmuz 2020,"5,500 TL"
1002,400,5 + 1, abn 'den tarabya nurol emsalsiz özel dekor. geniş teraslı dublex,Merkezi (Pay Ölçer),25 Yaşında, 5. Kat,"Sarıyer,Tarabya Mahallesi",2 Temmuz 2020,"20,000 TL"
1003,75,4 + 1, maslak agaoglu 1453 4+1 lux furnisher big balcony ,Merkezi (Pay Ölçer),4 Yaşında, 11. Kat,"Sarıyer,Maslak Mahallesi",13 Temmuz 2020,"20,000 TL"
1004,90,1 + 1, vadistanbul teras evler de 1+1 satılık orman manzaralı teraslı ,Merkezi (Pay Ölçer),3 Yaşında, 1. Kat,"Sarıyer,Ayazağa Mahallesi",15 Haziran 2020,"1,450,000 TL"
1005,198,3 + 1, sarıyer maslak 1453 sitesi 3+1 kiralık daire,Merkezi (Pay Ölçer),4 Yaşında, 11. Kat,"Sarıyer,Maslak Mahallesi",4 Temmuz 2020,"7,000 TL"
1006,77,1 + 1, sarıyer maslak my home sitesi kiralık 1+1 daire,Merkezi (Pay Ölçer),3 Yaşında, 19. Kat,"Sarıyer,Maslak Mahallesi",25 Haziran 2020,"3,800 TL"
1007,94,1 + 1, sarıyer maslak ağaoğlu 1453 kiralık 1+1 eşyalı fırsat daire,Merkezi (Pay Ölçer),2 Yaşında, 4. Kat,"Sarıyer,Maslak Mahallesi",4 Temmuz 2020,"4,500 TL"
1008,60,1 + 1, skyland de 1+0 kiralık lux eşyalı orman cepheli stüdyo daire,Merkezi (Pay Ölçer),1 Yaşında, 15. Kat,"Sarıyer,Huzur Mahallesi",13 Temmuz 2020,"3,250 TL"
1009,177,3 + 1, sarıyer maslak 1453 sitesi kiralık 3+1 daire,Merkezi (Pay Ölçer),3 Yaşında, 9. Kat,"Sarıyer,Maslak Mahallesi",25 Haziran 2020,"7,000 TL"
1010,96,1 + 1," istinye'de, lüks sitede, 1+1 boğaz manzaralı süper lüx daire",Merkezi (Pay Ölçer),5 Yaşında, 2. Kat,"Sarıyer,İstinye Mahallesi",4 Temmuz 2020,"7,000 TL"
1011,170,3 + 1, sarıyer maslak mashattan sitesi kiralık 3+1 fırsat koop daire,Merkezi (Pay Ölçer),9 Yaşında, Ara Kat,"Sarıyer,Maslak Mahallesi",7 Temmuz 2020,"7,500 TL"
1012,70,1 + 1, sarıyer skyland tower 1+1 kiralık residence,Merkezi (Pay Ölçer),3 Yaşında, 9. Kat,"Sarıyer,Huzur Mahallesi",8 Temmuz 2020,"4,500 TL"
1013,94,1 + 1, maslak ağaoğlu 1453 sitesi teras evlerde kiralık 1+1 eşyalı dair,Merkezi (Pay Ölçer),3 Yaşında, 12. Kat,"Sarıyer,Maslak Mahallesi",29 Haziran 2020,"5,000 TL"
1014,180,3 + 1, maslak mashattan'da 3+1 a tipi köşe 180 m2 bakımlı,Merkezi (Pay Ölçer),8 Yaşında, 15. Kat,"Sarıyer,Maslak Mahallesi",13 Temmuz 2020,"8,300 TL"
1015,77,1 + 1, vadistanbul kiralık 1+1 peyzaj cepheli daire,Merkezi (Pay Ölçer),2 Yaşında, 2. Kat,"Sarıyer,Ayazağa Mahallesi",13 Temmuz 2020,"4,300 TL"
1016,167,2 + 1, agaoglu maslak 1453 sitesin'de kiralık güncel 2+1 ,Merkezi (Pay Ölçer),2 Yaşında, 15. Kat,"Sarıyer,Maslak Mahallesi",25 Haziran 2020,"5,200 TL"
1017,85,1 + 1, sarıyer maslak 1453 sitesi kiralık 1+1 daire,Merkezi (Pay Ölçer),3 Yaşında, 7. Kat,"Sarıyer,Maslak Mahallesi",29 Haziran 2020,"4,000 TL"
1018,183,3 + 1, vadistanbul satılık 3+1 köşe & orman manzaralı daire,Merkezi (Pay Ölçer),3 Yaşında, 8. Kat,"Sarıyer,Ayazağa Mahallesi",7 Temmuz 2020,"3,100,000 TL"
1019,64,Stüdyo, skyland tower kiralık 1+0 eşyalı daire,Merkezi (Pay Ölçer),3 Yaşında, 21 ve üzeri,"Sarıyer,Huzur Mahallesi",4 Temmuz 2020,"3,250 TL"
1020,110,2 + 1, sarıyer maslak mashattan sitesi 2+1 kirelık daire,Merkezi (Pay Ölçer),8 Yaşında, 4. Kat,"Sarıyer,Maslak Mahallesi",8 Temmuz 2020,"5,500 TL"
1021,8,1 + 1, vadi koru kiralık 1+1 büyük teraslı sıfır daire,Merkezi (Pay Ölçer),1 Yaşında, 9. Kat,"Sarıyer,Ayazağa Mahallesi",13 Temmuz 2020,"5,000 TL"
1022,360,5 + 1, tarabya nurol da boğaz manzarali 6+1 çatı dubleks istinyepark,Merkezi (Pay Ölçer),20 Yaşında, 5. Kat,"Sarıyer,Tarabya Mahallesi",13 Temmuz 2020,"21,000 TL"
1023,85,1 + 1, sarıyer maslak my home sitesi kiralık 1+1 boş daire,Merkezi (Pay Ölçer),3 Yaşında, 21 ve üzeri,"Sarıyer,Maslak Mahallesi",29 Haziran 2020,"3,750 TL"
1024,85,1 + 1, skyland istanbul sitesi kiralık 1+1 daire,Merkezi (Pay Ölçer),3 Yaşında, 17. Kat,"Sarıyer,Huzur Mahallesi",29 Haziran 2020,"4,000 TL"
1025,85,1 + 1, maslak mashattan sitesi eşyalı 1+1 daire,Merkezi (Pay Ölçer),8 Yaşında, 12. Kat,"Sarıyer,Maslak Mahallesi",4 Temmuz 2020,"5,500 TL"
1026,135,2 + 1, hil park suits evlerinde harika 2+1 istinye park seba panavia,Merkezi (Pay Ölçer),9 Yaşında, 2. Kat,"Sarıyer,İstinye Mahallesi",16 Haziran 2020,"6,750 TL"
1027,183,3 + 1, sarıyer maslak ağaoğlu 1453 kiralık 3+1 ferah cephe fırsat daire,Merkezi (Pay Ölçer),2 Yaşında, 15. Kat,"Sarıyer,Maslak Mahallesi",7 Temmuz 2020,"7,000 TL"
1028,325,5 + 1," maslak 1453 a blokta 3 banyolu 4,5+1 ultralüks daire",Merkezi (Pay Ölçer),4 Yaşında, 21 ve üzeri,"Sarıyer,Maslak Mahallesi",13 Temmuz 2020,"15,000 TL"
1029,70,3 + 1, nidapark seyrantepe nadir çıkan büyük teraslı 3+1 yüksek kat,Merkezi (Pay Ölçer),4 Yaşında, 21 ve üzeri,"Sarıyer,Huzur Mahallesi",29 Haziran 2020,"13,000 TL"
1030,170,3 + 1, maslak mashattan kiralık 3+1 daire(35),Merkezi (Pay Ölçer),12 Yaşında, 8. Kat,"Sarıyer,Maslak Mahallesi",10 Temmuz 2020,"12,990 TL"
1031,7,Stüdyo, sarıyer maslak ağaoğlu 1453 kiralık 1+0 fırsat stüdyo daire,Merkezi (Pay Ölçer),2 Yaşında, 3. Kat,"Sarıyer,Maslak Mahallesi",7 Temmuz 2020,"2,750 TL"
1032,300,5 + 1, tarabya deniz manzaralı 5+1 full tadilatlı çatı dublex,Merkezi (Pay Ölçer),25 Yaşında, 4. Kat,"Sarıyer,Tarabya Mahallesi",11 Temmuz 2020,"23,000 TL"
1033,94,1 + 1, ağaoğlu 1453 sitesi teras evler kiralık 1+1 daire,Merkezi (Pay Ölçer),3 Yaşında, 12. Kat,"Sarıyer,Maslak Mahallesi",25 Haziran 2020,"4,000 TL"
1034,84,1 + 1, sarıyer vadistanbul park 1+1 kiralık daire,Merkezi (Pay Ölçer),3 Yaşında, 13. Kat,"Sarıyer,Ayazağa Mahallesi",8 Temmuz 2020,"4,500 TL"
1035,95,1 + 1, maslak mashattan'da kiralık büyük tip köşe 1+1 daire,Merkezi (Pay Ölçer),8 Yaşında, 2. Kat,"Sarıyer,Maslak Mahallesi",6 Temmuz 2020,"4,450 TL"
1036,78,1 + 1, sarıyer maslak ağaoğlu my home kiralık 1+1 yüksek kat daire,Merkezi (Pay Ölçer),4 Yaşında, 20. Kat,"Sarıyer,Maslak Mahallesi",7 Temmuz 2020,"3,800 TL"
1037,170,3 + 1, sarıyer maslak mashattan 3+1 büyük tip bahçe dublex kiralık ,Merkezi (Pay Ölçer),10 Yaşında, Bahçe Katı,"Sarıyer,Maslak Mahallesi",3 Temmuz 2020,"8,750 TL"
1038,85,1 + 1, w'dan mashattan'da 1+1 kiralık daire,Merkezi (Pay Ölçer),9 Yaşında, 3. Kat,"Sarıyer,Maslak Mahallesi",13 Temmuz 2020,"3,900 TL"
1039,110,2 + 1, wdan kiralık mashattan'da 2+1 alçak-yüksek katta fırsat daireler,Merkezi (Pay Ölçer),9 Yaşında, 5. Kat,"Sarıyer,Maslak Mahallesi",13 Temmuz 2020,"5,500 TL"
1040,319,4 + 1, 'ağaoğlu maslak 1453 sitesi' nde 320m2 yüksek kat şerefiyeli 4+1,Merkezi (Pay Ölçer),2 Yaşında, 21 ve üzeri,"Sarıyer,Maslak Mahallesi",21 Haziran 2020,"15,000 TL"
1041,160,3 + 1, sahile yakın nezih sokakta kısmi manzaralı şömineli balkonlu ,Merkezi (Pay Ölçer),30 Yaşında, 1. Kat,"Sarıyer,Emirgan Mahallesi",16 Haziran 2020,"11,000 TL"
1042,117,2 + 1, sarıyer maslak ağaoğlu my home kiralık 2+1 eşyalı fırsat daire,Merkezi (Pay Ölçer),4 Yaşında, 21 ve üzeri,"Sarıyer,Maslak Mahallesi",7 Temmuz 2020,"5,500 TL"
1043,55,4 + 1, w'dan mashattan'da kiralık 4+1 tüm seçenekler,Merkezi (Pay Ölçer),9 Yaşında, 21 ve üzeri,"Sarıyer,Maslak Mahallesi",13 Temmuz 2020,"11,000 TL"
1044,96,1 + 1, boğaz manzaralı güvenlikli yeni sitede residence 1+1 daire,Merkezi (Pay Ölçer),3 Yaşında, 2. Kat,"Sarıyer,İstinye Mahallesi",6 Temmuz 2020,"7,000 TL"
1045,73,Stüdyo, sarıyer maslak ağaoğlu 1453 sitesi kiralık 1+0 stüdyo daire,Merkezi (Pay Ölçer),1 Yaşında, 3. Kat,"Sarıyer,Maslak Mahallesi",7 Temmuz 2020,"2,800 TL"
1046,183,3 + 1, sarıyer maslak ağaoğlu 1453 kiralık 3+1 ferah cephe fırsat daire,Merkezi (Pay Ölçer),2 Yaşında, 15. Kat,"Sarıyer,Maslak Mahallesi",4 Temmuz 2020,"7,000 TL"
1047,90,3 + 1," keyifli bahçe, yeni möbleli ve pırıl pırıl",Merkezi (Pay Ölçer),20 Yaşında, Bahçe Katı,"Sarıyer,Darüşşafaka Mahallesi",13 Temmuz 2020,"8,000 TL"
1048,69,1 + 1, sarıyer maslak mashattan sitesi kiralık hazır 1+1 daire,Merkezi (Pay Ölçer),8 Yaşında, 21 ve üzeri,"Sarıyer,Maslak Mahallesi",4 Temmuz 2020,"4,200 TL"
1049,75,4 + 1, tarabya kırkkonak sitesin'de 4+1 kiralık çatı dairesi,Merkezi (Pay Ölçer),6 Yaşında, 2. Kat,"Sarıyer,Tarabya Mahallesi",30 Haziran 2020,"12,000 TL"
1050,300,5 + 1, tarabya deniz manzarası kaliteli yaşam bakımlı 5+1 çatı dublex,Merkezi (Pay Ölçer),25 Yaşında, 4. Kat,"Sarıyer,Tarabya Mahallesi",6 Temmuz 2020,"23,000 TL"
1051,74,1 + 1, sarıyer maslak 1453 1+1 kiralık dare,Merkezi (Pay Ölçer),4 Yaşında, 3. Kat,"Sarıyer,Maslak Mahallesi",8 Temmuz 2020,"4,200 TL"
1052,170,3 + 1, emlak w'dan mashattanda çok temiz havuz&peyzaj cepheli 3+1,Merkezi (Pay Ölçer),7 Yaşında, Ara Kat,"Sarıyer,Maslak Mahallesi",13 Temmuz 2020,"7,000 TL"
1053,177,3 + 1, kaçırma !!! maslak 1453 kiralık 3+1 daire,Merkezi (Pay Ölçer),4 Yaşında, 8. Kat,"Sarıyer,Maslak Mahallesi",8 Temmuz 2020,"7,250 TL"
1054,94,1 + 1, sarıyer maslak ağaoğlu 1453 kiralık 1+1 eşyalı fırsat daire,Merkezi (Pay Ölçer),2 Yaşında, Ara Kat,"Sarıyer,Maslak Mahallesi",7 Temmuz 2020,"4,500 TL"
1055,170,3 + 1, sarıyer maslak mashattan'da 3+1 170 m2 full mobilyalı daire,Merkezi (Pay Ölçer),10 Yaşında, 20. Kat,"Sarıyer,Maslak Mahallesi",13 Temmuz 2020,"10,000 TL"
1056,170,3 + 1, w'dan maslak mashattan'da kiralık 3+1 havuz&orman cepheli fırsat,Merkezi (Pay Ölçer),6 Yaşında, 14. Kat,"Sarıyer,Maslak Mahallesi",13 Temmuz 2020,"7,500 TL"
1057,85,1 + 1," mashattan uzmanı w'dan kiralık 1+1 ada mutfaklı fırsat daire, ",Merkezi (Pay Ölçer),6 Yaşında, 4. Kat,"Sarıyer,Maslak Mahallesi",13 Temmuz 2020,"4,000 TL"
1058,80,4 + 1, maslak 1453 te 4.5+1 mobilyalı/ mobilyasız kiralık daire,Merkezi (Pay Ölçer),1 Yaşında, 11. Kat,"Sarıyer,Maslak Mahallesi",13 Temmuz 2020,"10,500 TL"
1059,85,1 + 1, maslak mashattan 1+1 mıele mutfak 85 m2 ,Merkezi (Pay Ölçer),7 Yaşında, 2. Kat,"Sarıyer,Maslak Mahallesi",13 Temmuz 2020,"4,000 TL"
1060,300,4 + 1," vadi koru kiralık özel dizayn çift teraslı 4,5+1 orman manzaralı",Merkezi (Pay Ölçer),1 Yaşında, 9. Kat,"Sarıyer,Ayazağa Mahallesi",13 Temmuz 2020,"17,000 TL"
1061,85,1 + 1, emlak w dan mashattan da kiralık 1+1 full havuz cepheli daire,Merkezi (Pay Ölçer),6 Yaşında, 7. Kat,"Sarıyer,Maslak Mahallesi",13 Temmuz 2020,"4,000 TL"
1062,0,3 + 1, tarabya merkezde aktiviteli site onu açık mobleli ara kat daire,Merkezi (Pay Ölçer),28 Yaşında, 2. Kat,"Sarıyer,Tarabya Mahallesi",6 Temmuz 2020,"17,250 TL"
1063,170,3 + 1," mashattan'da kiralık 3+1 yüksek katta 3b büyük tip residans,vadi",Merkezi (Pay Ölçer),6 Yaşında, 21 ve üzeri,"Sarıyer,Maslak Mahallesi",13 Temmuz 2020,"7,500 TL"
1064,170,3 + 1, w'dan maslak mashatta da acil eşyalı kiralık 3+1 lüks daire,Merkezi (Pay Ölçer),6 Yaşında, Ara Kat,"Sarıyer,Maslak Mahallesi",13 Temmuz 2020,"9,500 TL"
1065,85,1 + 1, maslak mashattan'da kiralık 1+1 eşyalı orman cepheli daire,Merkezi (Pay Ölçer),6 Yaşında, Ara Kat,"Sarıyer,Maslak Mahallesi",13 Temmuz 2020,"5,000 TL"
1066,54,Stüdyo, skyland istanbul projesi kiralık 1+0 daire,Merkezi (Pay Ölçer),1 Yaşında, 3. Kat,"Sarıyer,Huzur Mahallesi",29 Haziran 2020,"3,250 TL"
1067,83,1 + 1, nida park seyrantepe köşe konumlu harika 1 oda salon,Merkezi (Pay Ölçer),4 Yaşında, 12. Kat,"Sarıyer,Huzur Mahallesi",16 Haziran 2020,"4,250 TL"
1068,85,1 + 1, w'dan mashattan'da kiralık 1+1 ada mutfaklı çok temiz fırsat,Merkezi (Pay Ölçer),6 Yaşında, 6. Kat,"Sarıyer,Maslak Mahallesi",13 Temmuz 2020,"3,950 TL"
1069,96,1 + 1, panavia by panaroma istinye'de boğaz manzaralı lüks daire,Merkezi (Pay Ölçer),5 Yaşında,boş,"Sarıyer,İstinye Mahallesi",13 Temmuz 2020,"7,000 TL"
1070,128,3 + 1, sarıyer maslak ağaoğlu my home sitesi kiralık 3+1 fırsat daire,Merkezi (Pay Ölçer),4 Yaşında, Ara Kat,"Sarıyer,Maslak Mahallesi",7 Temmuz 2020,"5,250 TL"
1071,350,5 + 1, tarabya nurol sitesinde manzaralı teraslı 6+1 dublex daire,Merkezi (Pay Ölçer),25 Yaşında, 4. Kat,"Sarıyer,Tarabya Mahallesi",11 Temmuz 2020,"23,000 TL"
1072,85,1 + 1, maslak mashattan farklı kat ve konumlarda kiralık 1+1 daireler ,Merkezi (Pay Ölçer),10 Yaşında, 7. Kat,"Sarıyer,Maslak Mahallesi",22 Haziran 2020,"3,500 TL"
1073,85,1 + 1, sarıyer maslak 1453 de 1+1 kıralık ,Merkezi (Pay Ölçer),3 Yaşında, 16. Kat,"Sarıyer,Maslak Mahallesi",13 Temmuz 2020,"4,000 TL"
1074,84,1 + 1, maslak 1453 de cadde cephe 1+1 eşyalı kiralık ,Merkezi (Pay Ölçer),2 Yaşında, 4. Kat,"Sarıyer,Ayazağa Mahallesi",13 Temmuz 2020,"5,500 TL"
1075,85,1 + 1, mashattan eşyalı kiralık 1+1 daire - 1,Merkezi (Pay Ölçer),11 Yaşında, 14. Kat,"Sarıyer,Maslak Mahallesi",17 Haziran 2020,"4,900 TL"
1076,85,1 + 1, yb gm'den maslak mashattan'da havuz manzara 1+1 residence daire,Merkezi (Pay Ölçer),9 Yaşında, 9. Kat,"Sarıyer,Maslak Mahallesi",23 Haziran 2020,"4,000 TL"
1077,,4 + 1, vadistanbul teras evleri'nde çok temiz kiralık ferah daire,Merkezi (Pay Ölçer),5 Yaşında, 21 ve üzeri,"Sarıyer,Ayazağa Mahallesi",13 Temmuz 2020,"14,000 TL"
1078,8,1 + 1, vadi koru kiralık 1+1 82m2 orman manzaralı büyük balkonlu daire,Merkezi (Pay Ölçer),1 Yaşında, 1. Kat,"Sarıyer,Ayazağa Mahallesi",13 Temmuz 2020,"5,000 TL"
1079,85,1 + 1, mashattan eşyalı kiralık 1+1 daire - 1,Merkezi (Pay Ölçer),11 Yaşında, 18. Kat,"Sarıyer,Maslak Mahallesi",17 Haziran 2020,"5,000 TL"
1080,168,3 + 1, tarabya'da kiralık 3+1 lüx bahçe katı,Merkezi (Pay Ölçer),6 Yaşında, Bahçe Katı,"Sarıyer,Cumhuriyet Mahallesi",30 Haziran 2020,"13,500 TL"
1081,97,1 + 1, sarıyer maslak mashattan 1+1 büyük tip köşe kiralık ,Merkezi (Pay Ölçer),10 Yaşında, 2. Kat,"Sarıyer,Maslak Mahallesi",3 Temmuz 2020,"4,700 TL"
1082,80,4 + 1, istinye seba vistada fırsat kiralık 4+1 bahçeli çatı dubleksi,Merkezi (Pay Ölçer),7 Yaşında, 2. Kat,"Sarıyer,Poligon Mahallesi",15 Haziran 2020,"16,000 TL"
1083,85,1 + 1, maslak mashattan'da gölet manzaralı eşyalı kiralık 1+1 daire,Merkezi (Pay Ölçer),8 Yaşında, 21 ve üzeri,"Sarıyer,Maslak Mahallesi",6 Temmuz 2020,"4,750 TL"
1084,85,1 + 1," yb gm'den maslak mashattan'da beyaz eşyalı, havuz manzaralı 1+1",Merkezi (Pay Ölçer),9 Yaşında, 9. Kat,"Sarıyer,Maslak Mahallesi",24 Mayıs 2020,"4,000 TL"
1085,81,1 + 1, vadistanbul terasta kiralık eşyalı 1+1 fırsat daire ,Merkezi (Pay Ölçer),5 Yaşında, 6. Kat,"Sarıyer,Ayazağa Mahallesi",13 Temmuz 2020,"5,000 TL"
1086,85,1 + 1, sarıyer maslak mashattan sitesi 1+1 orman manzaralı kiralık,Merkezi (Pay Ölçer),10 Yaşında, 18. Kat,"Sarıyer,Maslak Mahallesi",3 Temmuz 2020,"4,250 TL"
1087,170,3 + 1, mashattan maslak 110 m2teraslı kiralık daire müthiş fırsat ,Merkezi (Pay Ölçer),11 Yaşında, 21 ve üzeri,"Sarıyer,Maslak Mahallesi",23 Haziran 2020,"9,000 TL"
1088,55,1 + 1, panaroma life da 1+1 eşyalı kiralık daire,Merkezi (Pay Ölçer),5 Yaşında,boş,"Sarıyer,Zekeriyaköy Mahallesi",12 Temmuz 2020,"3,000 TL"
1089,85,1 + 1, maslak mashattan'da havuz manzarası kiralık 1+1 oturuma hazır ,Merkezi (Pay Ölçer),10 Yaşında, 12. Kat,"Sarıyer,Maslak Mahallesi",23 Haziran 2020,"4,200 TL"
1090,198,3 + 1, vadistanbul skyland istanbul 3+1 kiralık daire,Merkezi (Pay Ölçer),3 Yaşında, 5. Kat,"Sarıyer,Huzur Mahallesi",4 Temmuz 2020,"6,500 TL"
1091,6,Stüdyo, cb real'den skyland istanbul'da büyük tip 1+0 kiralık daire,Merkezi (Pay Ölçer),2 Yaşında, 13. Kat,"Sarıyer,Huzur Mahallesi",29 Haziran 2020,"3,000 TL"
1092,81,1 + 1, vadistanbul terasta kiralık eşyalı 1+1 daire ,Merkezi (Pay Ölçer),5 Yaşında, 10. Kat,"Sarıyer,Ayazağa Mahallesi",13 Temmuz 2020,"4,900 TL"
1093,6,Stüdyo, skyland istanbul'da büyük tip 1+0 kiralık daire,Merkezi (Pay Ölçer),2 Yaşında, 8. Kat,"Sarıyer,Huzur Mahallesi",3 Temmuz 2020,"2,900 TL"
1094,130,3 + 1, tarabya sahile 5 dk yürüme mesafesinde 3+1 bahçe katı kiralık ,Merkezi (Pay Ölçer),20 Yaşında, Bahçe Katı,"Sarıyer,Kireçburnu Mahallesi",13 Temmuz 2020,"2,950 TL"
1095,94,1 + 1, maslak 1453 sitesi kiralık 1+1 daire,Merkezi (Pay Ölçer),4 Yaşında, 6. Kat,"Sarıyer,Maslak Mahallesi",8 Temmuz 2020,"4,000 TL"
1096,00,3 + 1, maslak 1453 ağaoğlu kiralık eşyalı 3+1 daire 拎包入住温馨舒适超大阳台3居室出租,Merkezi (Pay Ölçer),4 Yaşında, 5. Kat,"Sarıyer,Maslak Mahallesi",29 Haziran 2020,"9,000 TL"
1097,46,Stüdyo, zekeriyaköy panaroma lıfe eşyalı sütüdyo daire.,Merkezi (Pay Ölçer),2 Yaşında, 1. Kat,"Sarıyer,Zekeriyaköy Mahallesi",2 Haziran 2020,"2,500 TL"
1098,165,3 + 1, seba akdağ dream sitesi harika konum 3+1 kiralık daire,Merkezi (Pay Ölçer),9 Yaşında, 3. Kat,"Sarıyer,İstinye Mahallesi",6 Temmuz 2020,"12,000 TL"
1099,85,1 + 1, sarıyer maslak 1453 sitesi kiralık 1+1 daire,Merkezi (Pay Ölçer),3 Yaşında, 21 ve üzeri,"Sarıyer,Maslak Mahallesi",25 Haziran 2020,"4,100 TL"
1100,330,5 + 1, istinye seba royal konakları 5+1 güncel kiralık çatı dubleks ,Merkezi (Pay Ölçer),12 Yaşında,boş,"Sarıyer,İstinye Mahallesi",13 Temmuz 2020,"19,000 TL"
1101,45,Stüdyo, panaroma lıfe eşyalı sütüdyo daire. ,Merkezi (Pay Ölçer),2 Yaşında,boş,"Sarıyer,Zekeriyaköy Mahallesi",28 Haziran 2020,"2,500 TL"
1102,170,3 + 1, maslak mashattan 3+1 full eşyalı havuz manzaralı kiralık güncel,Merkezi (Pay Ölçer),10 Yaşında, 18. Kat,"Sarıyer,Maslak Mahallesi",26 Haziran 2020,"9,250 TL"
1103,85,1 + 1, maslak mashattan 1+1 orman manzaralı full eşyalı kiralık güncel,Merkezi (Pay Ölçer),10 Yaşında, 11. Kat,"Sarıyer,Maslak Mahallesi",26 Haziran 2020,"5,250 TL"
1104,160,2 + 1, ağaoğlu maslak 1453 a kulede 2+1 kiralık 160m2 sarıyer,Merkezi (Pay Ölçer),4 Yaşında, 21 ve üzeri,"Sarıyer,Maslak Mahallesi",12 Temmuz 2020,"6,000 TL"
1105,184,3 + 1, vadistanbul park 3+1 for rent / koru teras flat,Merkezi (Pay Ölçer),Sıfır Bina, 9. Kat,"Sarıyer,Ayazağa Mahallesi",13 Temmuz 2020,"10,000 TL"
1106,90,2 + 1, secretıvesten istinye muhayyeş korusunda masal ev ,Merkezi (Pay Ölçer),40 Yaşında, 5. Kat,"Sarıyer,İstinye Mahallesi",13 Temmuz 2020,"3,250 TL"
1107,58,Stüdyo, sarıyer maslak 1453 sitesi 1+0 eşyalı kiralık daire,Merkezi (Pay Ölçer),4 Yaşında, 5. Kat,"Sarıyer,Maslak Mahallesi",4 Temmuz 2020,"3,600 TL"
1108,94,3 + 1, ağaoğlu maslak 1453 3+1 güncel kiralık daire ( aylık konaklama ),Merkezi (Pay Ölçer),2 Yaşında, 18. Kat,"Sarıyer,Maslak Mahallesi",10 Temmuz 2020,"13,900 TL"
1109,170,3 + 1, maslak mashattan 3+1 miele marka beyaz eşyalı kiralık daire,Merkezi (Pay Ölçer),10 Yaşında, 20. Kat,"Sarıyer,Maslak Mahallesi",26 Haziran 2020,"7,500 TL"
1110,170,3 + 1, maslak mashattan 3+1 b tipi 11.000 tl yüksek kat kiralık daire,Merkezi (Pay Ölçer),5 Yaşında, 21 ve üzeri,"Sarıyer,Maslak Mahallesi",29 Haziran 2020,"11,000 TL"
1111,65,Stüdyo, maslak 1453 sarıyer 1+0 eşyalı kiralık sarıyer,Merkezi (Pay Ölçer),4 Yaşında, 4. Kat,"Sarıyer,Maslak Mahallesi",11 Temmuz 2020,"3,600 TL"
1112,80,1 + 1, ağaoğlu maslak 1453 * 1+1 kelepir daire ,Merkezi (Pay Ölçer),4 Yaşında,boş,"Sarıyer,Maslak Mahallesi",19 Haziran 2020,"3,900 TL"
1113,85,1 + 1, mashattan muhteşem fırsat daire bahçe katı 1+1,Merkezi (Pay Ölçer),11 Yaşında, Bahçe Katı,"Sarıyer,Maslak Mahallesi",15 Haziran 2020,"4,000 TL"
1114,55,4 + 1, sarıyer maslak mashattan 4+1 havuz ve peyzaj manzaralı kiralık ,Merkezi (Pay Ölçer),10 Yaşında, 11. Kat,"Sarıyer,Maslak Mahallesi",26 Haziran 2020,"12,000 TL"
1115,50,4 + 1, tarabya'da butik sitede kiralık çatı dubleksi,Merkezi (Pay Ölçer),Sıfır Bina, 3. Kat,"Sarıyer,Tarabya Mahallesi",27 Mayıs 2020,"25,000 TL"
